Argument,Value,,,,,,,,,,
Query search,Great Fire of London England,,,,,,,,,,
From,19910806,,,,,,,,,,
To,20240208,,,,,,,,,,
Offset,0,,,,,,,,,,
Number of results,2000,,,,,,,,,,
Website,,,,,,,,,,,
Format,,,,,,,,,,,
Collection,,,,,,,,,,,
,,,,,,,,,,,
Results,,,,,,,,,,,
Year,Month,Day,Timestamp,Original URL,Link to archive,Link to screenshot,Link to extracted text,Collection,MIME type,Title,Snippet
2017,June,16,20170616012752,https://www.theguardian.com/uk-news/live/2017/jun/15/london-fire-17-confirmed-dead-as-police-expect-more-fatalities-after-tower-block-blaze-latest,https://arquivo.pt/wayback/20170616012752/https://www.theguardian.com/uk-news/live/2017/jun/15/london-fire-17-confirmed-dead-as-police-expect-more-fatalities-after-tower-block-blaze-latest,https://arquivo.pt/screenshot?url=https%3A%2F%2Farquivo.pt%2FnoFrame%2Freplay%2F20170616012752%2Fhttps%3A%2F%2Fwww.theguardian.com%2Fuk-news%2Flive%2F2017%2Fjun%2F15%2Flondon-fire-17-confirmed-dead-as-police-expect-more-fatalities-after-tower-block-blaze-latest,https://arquivo.pt/textextracted?m=https%3A%2F%2Fwww.theguardian.com%2Fuk-news%2Flive%2F2017%2Fjun%2F15%2Flondon-fire-17-confirmed-dead-as-police-expect-more-fatalities-after-tower-block-blaze-latest%2F20170616012752,FAWP2920170616,text/html,Grenfell Tower fire: Scotland Yard opens criminal investigation into tragedy – latest updates | UK n," (@SimonCowell) I am watching the footage <em>of</em> the Grenfell Tower <em>fire</em> in <em>London</em> . Heartbreaking. June<span class=""ellipsis""> ... </span> renovation <em>of</em> their buildings. <em>London</em>'s high-rise tenants cite concerns in wake <em>of</em> Grenfell Tower <em>fire</em><span class=""ellipsis""> ... </span> they expect death toll to rise in wake <em>of</em> Grenfell Tower disaster in west <em>London</em> May orders public<span class=""ellipsis""> ... </span>"
2008,February,18,20080218203607,http://www.tripadvisor.com/Hotels-g186338-London_England-Hotels.html,https://arquivo.pt/wayback/20080218203607/http://www.tripadvisor.com/Hotels-g186338-London_England-Hotels.html,https://arquivo.pt/screenshot?url=https%3A%2F%2Farquivo.pt%2FnoFrame%2Freplay%2F20080218203607%2Fhttp%3A%2F%2Fwww.tripadvisor.com%2FHotels-g186338-London_England-Hotels.html,https://arquivo.pt/textextracted?m=http%3A%2F%2Fwww.tripadvisor.com%2FHotels-g186338-London_England-Hotels.html%2F20080218203607,AWP1,text/html,London Hotels: Read London Hotel Reviews and Compare Prices - TripAdvisor,".com <em>Great</em> Range <em>of</em> <em>London</em> Cheap Hotels Low Rates Guaranteed, Up to 75% off 270 Hotels in <em>London</em> www<span class=""ellipsis""> ... </span> Chesterfield Mayfair Hotel Parkcity Hotel 41 Apex City <em>of</em> <em>London</em> Hotel The Milestone Hotel <em>London</em> Bridge Hotel<span class=""ellipsis""> ... </span> kensington The Halkin Pelham Hotel The Cavendish <em>London</em> K+K Hotel George Purple Hotel City <em>of</em> <em>London</em> Plaza<span class=""ellipsis""> ... </span>"
2020,June,29,20200629144008,https://www.easyterra.co.uk/united-kingdom/car-hire-london.html,https://arquivo.pt/wayback/20200629144008/https://www.easyterra.co.uk/united-kingdom/car-hire-london.html,https://arquivo.pt/screenshot?url=https%3A%2F%2Farquivo.pt%2FnoFrame%2Freplay%2F20200629144008%2Fhttps%3A%2F%2Fwww.easyterra.co.uk%2Funited-kingdom%2Fcar-hire-london.html,https://arquivo.pt/textextracted?m=https%3A%2F%2Fwww.easyterra.co.uk%2Funited-kingdom%2Fcar-hire-london.html%2F20200629144008,AWP33,text/html,Car hire London - Compare car hire prices in London," and money. We compare the offers <em>of</em> car rental companies in <em>London</em> on your behalf. Free cancellation<span class=""ellipsis""> ... </span> Kingdom Car hire <em>England</em> Car hire <em>London</em> EasyTerra Car Hire <em>London</em> is an independent car hire<span class=""ellipsis""> ... </span> Number <em>of</em> customer reviews: 53 Average rating: 8.6 / 10 Number <em>of</em> reviews in <em>London</em>: 53 N Schoemaker<span class=""ellipsis""> ... </span>"
2020,June,29,20200629144259,https://www.easyterra.com/united-kingdom/car-rental-london.html,https://arquivo.pt/wayback/20200629144259/https://www.easyterra.com/united-kingdom/car-rental-london.html,https://arquivo.pt/screenshot?url=https%3A%2F%2Farquivo.pt%2FnoFrame%2Freplay%2F20200629144259%2Fhttps%3A%2F%2Fwww.easyterra.com%2Funited-kingdom%2Fcar-rental-london.html,https://arquivo.pt/textextracted?m=https%3A%2F%2Fwww.easyterra.com%2Funited-kingdom%2Fcar-rental-london.html%2F20200629144259,AWP33,text/html,Car Rental London - Compare car rental prices in London," <em>London</em> was founded by the Romans in 43 BC. The city is situated in the southeast <em>of</em> <em>England</em> on the River<span class=""ellipsis""> ... </span> time and money. We compare the offers <em>of</em> car rental companies in <em>London</em> on your behalf. Free<span class=""ellipsis""> ... </span> United Kingdom Car Rental <em>England</em> Car Rental <em>London</em> EasyTerra Car Rental <em>London</em> is an independent<span class=""ellipsis""> ... </span>"
2009,July,8,20090708031400,http://transsexual-night-clubs.besttranssexualsporn.com/great-granny-sex.html,https://arquivo.pt/wayback/20090708031400/http://transsexual-night-clubs.besttranssexualsporn.com/great-granny-sex.html,https://arquivo.pt/screenshot?url=https%3A%2F%2Farquivo.pt%2FnoFrame%2Freplay%2F20090708031400%2Fhttp%3A%2F%2Ftranssexual-night-clubs.besttranssexualsporn.com%2Fgreat-granny-sex.html,https://arquivo.pt/textextracted?m=http%3A%2F%2Ftranssexual-night-clubs.besttranssexualsporn.com%2Fgreat-granny-sex.html%2F20090708031400,AWP4,text/html,Trans canadian pipeline preferred stock Great granny sex," all <em>of</em> my fetish trans girls The sex part is fat sex pictures <em>great</em>, and the feel <em>of</em> them against<span class=""ellipsis""> ... </span>). The Mirror (<em>London</em>, <em>England</em>); December 20, 1997 ; 61 words Where to find the stockings suspenders in<span class=""ellipsis""> ... </span> relationships. Hundreds <em>of</em> women from <em>London</em> looking. Read White Suspenders Reviews, Price Comparison<span class=""ellipsis""> ... </span>"
2009,December,25,20091225070605,http://luelladulac.ifrance.com/article/england-london.html,https://arquivo.pt/wayback/20091225070605/http://luelladulac.ifrance.com/article/england-london.html,https://arquivo.pt/screenshot?url=https%3A%2F%2Farquivo.pt%2FnoFrame%2Freplay%2F20091225070605%2Fhttp%3A%2F%2Fluelladulac.ifrance.com%2Farticle%2Fengland-london.html,https://arquivo.pt/textextracted?m=http%3A%2F%2Fluelladulac.ifrance.com%2Farticle%2Fengland-london.html%2F20091225070605,AWP6,text/html,England London Trip & South East Travel â€“ Plan your travels around.," breakfast. The British bed Museum in <em>London</em>, exhibits <em>England</em> wealth a <em>of</em> cultural masterpieces<span class=""ellipsis""> ... </span> Board. Explore the historic cities <em>of</em> <em>England</em> Joyride - such Promotional ePromos as Oxford, <em>London</em><span class=""ellipsis""> ... </span> Practicum to trip <em>England</em>. Analysis <em>London</em>, Entry <em>of</em> Strategy for an Advanced Care Product<span class=""ellipsis""> ... </span>"
2020,June,5,20200605075714,https://commons.wikimedia.org/wiki/Category:London,https://arquivo.pt/wayback/20200605075714/https://commons.wikimedia.org/wiki/Category:London,https://arquivo.pt/screenshot?url=https%3A%2F%2Farquivo.pt%2FnoFrame%2Freplay%2F20200605075714%2Fhttps%3A%2F%2Fcommons.wikimedia.org%2Fwiki%2FCategory%3ALondon,https://arquivo.pt/textextracted?m=https%3A%2F%2Fcommons.wikimedia.org%2Fwiki%2FCategory%3ALondon%2F20200605075714,AWP33,text/html,Category:London - Wikimedia Commons," (2016) Inception c. &nbsp;47 Significant event 7 July 2005 <em>London</em> bombings (2005) <em>Great</em> <em>Fire</em> <em>Of</em> <em>London</em><span class=""ellipsis""> ... </span> inhabitants (18th century) Location Greater <em>London</em> , <em>London</em> , <em>England</em> Located in or next to body <em>of</em> water<span class=""ellipsis""> ... </span> capital <em>of</em> <em>England</em> and the United Kingdom . &#1052;&#1072;&#1082;&#1077;&#1076;&#1086;&#1085;&#1089;&#1082;&#1080;: &#1054;&#1074;&#1072;&#1072; &#1082;&#1072;&#1090;&#1077;&#1075;&#1086;&#1088;&#1080;&#1112;&#1072; &#1077; &#1087;&#1086;&#1089;&#1074;&#1077;&#1090;&#1077;&#1085;&#1072; &#1085;&#1072; &#1089;&#1086;&#1076;&#1088;&#1078;&#1080;&#1085;&#1080; &#1079;&#1072;<span class=""ellipsis""> ... </span>"
2009,December,25,20091225011807,http://lanrenda.ifrance.com/london-free-press.html,https://arquivo.pt/wayback/20091225011807/http://lanrenda.ifrance.com/london-free-press.html,https://arquivo.pt/screenshot?url=https%3A%2F%2Farquivo.pt%2FnoFrame%2Freplay%2F20091225011807%2Fhttp%3A%2F%2Flanrenda.ifrance.com%2Flondon-free-press.html,https://arquivo.pt/textextracted?m=http%3A%2F%2Flanrenda.ifrance.com%2Flondon-free-press.html%2F20091225011807,AWP6,text/html,The OSS and the London â€œFree Germansâ€� â€” Central Intelligence Agency," <em>London</em> Until now the <em>great</em> spirit and free detroit Patient LabCorp Service <em>London</em> Press: Free<span class=""ellipsis""> ... </span> WRIGHT (published on November 08, 2005). Export Management from City University in <em>London</em>, <em>England</em><span class=""ellipsis""> ... </span> the <em>of</em> Manitoba Council.. Press The and the OSS <em>London</em> &acirc;&#8364;&#339;Free Germans&acirc;&#8364;&#65533;. For other tributes Bicycle<span class=""ellipsis""> ... </span>"
2018,April,19,20180419205421,https://www.goodreads.com/book/show/6.Harry_Potter_and_the_Goblet_of_Fire,https://arquivo.pt/wayback/20180419205421/https://www.goodreads.com/book/show/6.Harry_Potter_and_the_Goblet_of_Fire,https://arquivo.pt/screenshot?url=https%3A%2F%2Farquivo.pt%2FnoFrame%2Freplay%2F20180419205421%2Fhttps%3A%2F%2Fwww.goodreads.com%2Fbook%2Fshow%2F6.Harry_Potter_and_the_Goblet_of_Fire,https://arquivo.pt/textextracted?m=https%3A%2F%2Fwww.goodreads.com%2Fbook%2Fshow%2F6.Harry_Potter_and_the_Goblet_of_Fire%2F20180419205421,AWP26,text/html,Harry Potter and the Goblet of Fire by J.K. Rowling,"Harry Potter and the Goblet <em>of</em> <em>Fire</em> by J.K. Rowling Home My Books Browse &#9662; Recommendations Deals<span class=""ellipsis""> ... </span> track <em>of</em> books you want to read. Start by marking &#8220;Harry Potter and the Goblet <em>of</em> <em>Fire</em> (Harry Potter, #4<span class=""ellipsis""> ... </span> your help. Let us know what&#8217;s wrong with this preview <em>of</em> Harry Potter and the Goblet <em>of</em> <em>Fire</em> by J.K.<span class=""ellipsis""> ... </span>"
2009,July,9,20090709212323,http://orgasm-sex-cougar-mature.maturedreamgirls.com/london-sex-club-category.html,https://arquivo.pt/wayback/20090709212323/http://orgasm-sex-cougar-mature.maturedreamgirls.com/london-sex-club-category.html,https://arquivo.pt/screenshot?url=https%3A%2F%2Farquivo.pt%2FnoFrame%2Freplay%2F20090709212323%2Fhttp%3A%2F%2Forgasm-sex-cougar-mature.maturedreamgirls.com%2Flondon-sex-club-category.html,https://arquivo.pt/textextracted?m=http%3A%2F%2Forgasm-sex-cougar-mature.maturedreamgirls.com%2Flondon-sex-club-category.html%2F20090709212323,AWP4,text/html,Old mature lesbian videos," dog sex lovers <em>of</em> big tits wrapped in tight sybian mature riders Posted in <em>London</em> sex club<span class=""ellipsis""> ... </span> to conventional Posted in <em>London</em> sex club | Picture <em>of</em> mature foster holly June 18th, 2007 Best FREE<span class=""ellipsis""> ... </span> young cock Free latina thumb gallery. Latina penpals free Heart <em>of</em> <em>England</em> &#65533; Mature TimesWebsite<span class=""ellipsis""> ... </span>"
2020,March,27,20200327230215,https://www.goodreads.com/book/show/6.Harry_Potter_and_the_Goblet_of_Fire,https://arquivo.pt/wayback/20200327230215/https://www.goodreads.com/book/show/6.Harry_Potter_and_the_Goblet_of_Fire,https://arquivo.pt/screenshot?url=https%3A%2F%2Farquivo.pt%2FnoFrame%2Freplay%2F20200327230215%2Fhttps%3A%2F%2Fwww.goodreads.com%2Fbook%2Fshow%2F6.Harry_Potter_and_the_Goblet_of_Fire,https://arquivo.pt/textextracted?m=https%3A%2F%2Fwww.goodreads.com%2Fbook%2Fshow%2F6.Harry_Potter_and_the_Goblet_of_Fire%2F20200327230215,AWP32,text/html,Harry Potter and the Goblet of Fire by J.K. Rowling,"Harry Potter and the Goblet <em>of</em> <em>Fire</em> by J.K. Rowling Home My Books Browse &#9662; Recommendations Choice<span class=""ellipsis""> ... </span> &#8220;Harry Potter and the Goblet <em>of</em> <em>Fire</em> (Harry Potter, #4)&#8221; as Want to Read: Want to Read saving&#8230; Want<span class=""ellipsis""> ... </span> preview <em>of</em> Harry Potter and the Goblet <em>of</em> <em>Fire</em> by J.K. Rowling. Problem: It&#8217;s the wrong book It&#8217;s<span class=""ellipsis""> ... </span>"
2018,November,10,20181110122355,https://central-2-bedroom-apartment-in-elephant-and-castle-london.booked.net/,https://arquivo.pt/wayback/20181110122355/https://central-2-bedroom-apartment-in-elephant-and-castle-london.booked.net/,https://arquivo.pt/screenshot?url=https%3A%2F%2Farquivo.pt%2FnoFrame%2Freplay%2F20181110122355%2Fhttps%3A%2F%2Fcentral-2-bedroom-apartment-in-elephant-and-castle-london.booked.net%2F,https://arquivo.pt/textextracted?m=https%3A%2F%2Fcentral-2-bedroom-apartment-in-elephant-and-castle-london.booked.net%2F%2F20181110122355,AWP28,text/html,°CENTRAL 2 BEDROOM APARTMENT IN ELEPHANT AND CASTLE LONDON (United Kingdom) - from US$ 130 | BOOKED," Crossbones Graveyard Crossbones Graveyard 4000 ft Redcross Way Southwark The <em>London</em> <em>Fire</em> Brigade Museum The <em>London</em> <em>Fire</em> Brigade Museum 4000 ft Winchester House 94A Southwark Bridge Road + More - Less<span class=""ellipsis""> ... </span> &#1593;&#1585;&#1576;&#1610; - &#1575;&#1604;&#1601;&#1606;&#1575;&#1583;&#1602; Hotels &#8250; United Kingdom hotels &#8250; <em>England</em> hotels &#8250; <em>London</em> hotels &#8250; Central 2 Bedroom<span class=""ellipsis""> ... </span>"
2019,June,7,20190607152959,http://london.altconf.com/,https://arquivo.pt/wayback/20190607152959/http://london.altconf.com/,https://arquivo.pt/screenshot?url=https%3A%2F%2Farquivo.pt%2FnoFrame%2Freplay%2F20190607152959%2Fhttp%3A%2F%2Flondon.altconf.com%2F,https://arquivo.pt/textextracted?m=http%3A%2F%2Flondon.altconf.com%2F%2F20190607152959,EAWP2320190607,text/html,AltConf London," <em>London</em> will consist <em>of</em> a day <em>of</em> community led talks, culminating with Apple's WWDC keynote at 6pm<span class=""ellipsis""> ... </span>, <em>England</em> Roja Buck <em>London</em>, <em>England</em> Shabna Zaheer <em>London</em>, <em>England</em> Wojciech Rutkowski <em>London</em>, <em>England</em> Jerome Clarke <em>London</em>, <em>England</em> Anna Crook Sydney, Australia Sponsors We&#8217;ve been lucky enough to be<span class=""ellipsis""> ... </span>"
2018,November,10,20181110122355,https://central-2-bedroom-apartment-in-elephant-and-castle-london.hotel-mix.de/,https://arquivo.pt/wayback/20181110122355/https://central-2-bedroom-apartment-in-elephant-and-castle-london.hotel-mix.de/,https://arquivo.pt/screenshot?url=https%3A%2F%2Farquivo.pt%2FnoFrame%2Freplay%2F20181110122355%2Fhttps%3A%2F%2Fcentral-2-bedroom-apartment-in-elephant-and-castle-london.hotel-mix.de%2F,https://arquivo.pt/textextracted?m=https%3A%2F%2Fcentral-2-bedroom-apartment-in-elephant-and-castle-london.hotel-mix.de%2F%2F20181110122355,AWP28,text/html,°CENTRAL 2 BEDROOM APARTMENT IN ELEPHANT AND CASTLE LONDON (Großbritannien) - von € 114 | HOTEL-MIX," km Redcross Way Southwark The <em>London</em> <em>Fire</em> Brigade Museum The <em>London</em> <em>Fire</em> Brigade Museum 1.2 km<span class=""ellipsis""> ... </span> Preiswerte Hotels Flughafenhotels Apartments und B&amp;Bs Nahe gelegene St&auml;dte <em>London</em> Borough <em>of</em> Croydon<span class=""ellipsis""> ... </span>&deg;CENTRAL 2 BEDROOM APARTMENT IN ELEPHANT AND CASTLE <em>LONDON</em> (Gro&szlig;britannien) - von &#8364; 114 | HOTEL-MIX<span class=""ellipsis""> ... </span>"
2018,August,4,20180804030047,http://www.espn.in/cricket/series/_/id/18018/ind-in-eng-2018,https://arquivo.pt/wayback/20180804030047/http://www.espn.in/cricket/series/_/id/18018/ind-in-eng-2018,https://arquivo.pt/screenshot?url=https%3A%2F%2Farquivo.pt%2FnoFrame%2Freplay%2F20180804030047%2Fhttp%3A%2F%2Fwww.espn.in%2Fcricket%2Fseries%2F_%2Fid%2F18018%2Find-in-eng-2018,https://arquivo.pt/textextracted?m=http%3A%2F%2Fwww.espn.in%2Fcricket%2Fseries%2F_%2Fid%2F18018%2Find-in-eng-2018%2F20180804030047,FAWP3420180804,text/html,"India tour of England Scores, Fixtures, Tables & News - ESPN","India tour <em>of</em> <em>England</em> Scores, Fixtures, Tables &amp; News - ESPN &lt; &gt; Menu ESPN Scores Welcome to Sony<span class=""ellipsis""> ... </span> Stumps 1st Test, at Birmingham <em>England</em> ENG India INDIA 9/8 &nbsp; 3:00 AM 2nd Test, at <em>London</em> <em>England</em> ENG<span class=""ellipsis""> ... </span>, at Southampton <em>England</em> ENG India INDIA 7/9 &nbsp; 3:00 AM 5th Test, at <em>London</em> <em>England</em> ENG India INDIA<span class=""ellipsis""> ... </span>"
2019,April,6,20190406055855,https://www.numbeo.com/cost-of-living/in/London,https://arquivo.pt/wayback/20190406055855/https://www.numbeo.com/cost-of-living/in/London,https://arquivo.pt/screenshot?url=https%3A%2F%2Farquivo.pt%2FnoFrame%2Freplay%2F20190406055855%2Fhttps%3A%2F%2Fwww.numbeo.com%2Fcost-of-living%2Fin%2FLondon,https://arquivo.pt/textextracted?m=https%3A%2F%2Fwww.numbeo.com%2Fcost-of-living%2Fin%2FLondon%2F20190406055855,AWP29,text/html,Cost of Living in London. Apr 2019. Prices in London," Dream <em>of</em> <em>England</em> on Aug 30, 2016 : Don Yuen - thanks for the <em>great</em> informative info and thank you to<span class=""ellipsis""> ... </span>Cost <em>of</em> Living in <em>London</em>. Apr 2019. Prices in <em>London</em> What are you looking for? Cost <em>of</em> Living in<span class=""ellipsis""> ... </span> <em>London</em> Pollution in <em>London</em> Property Prices in <em>London</em> Quality <em>of</em> Life in <em>London</em> Taxi Fares in <em>London</em><span class=""ellipsis""> ... </span>"
2020,September,5,20200905115811,https://www.lrb.co.uk/,https://arquivo.pt/wayback/20200905115811/https://www.lrb.co.uk/,https://arquivo.pt/screenshot?url=https%3A%2F%2Farquivo.pt%2FnoFrame%2Freplay%2F20200905115811%2Fhttps%3A%2F%2Fwww.lrb.co.uk%2F,https://arquivo.pt/textextracted?m=https%3A%2F%2Fwww.lrb.co.uk%2F%2F20200905115811,AWP34,text/html,London Review of Books,"<em>London</em> Review <em>of</em> Books Sign in Menu Search The Paper Subjects Blog Podcasts &amp; Videos Events Shop <em>London</em> Review <em>of</em> Books Subscribe Close Search More search Options Advanced search Search by<span class=""ellipsis""> ... </span> etween &#8203; 2002 and 2018, the number <em>of</em> GCSE foreign language exams taken in <em>England</em>, Northern Ireland<span class=""ellipsis""> ... </span>"
2010,August,5,20100805015916,http://www.visitlondon.com/,https://arquivo.pt/wayback/20100805015916/http://www.visitlondon.com/,https://arquivo.pt/screenshot?url=https%3A%2F%2Farquivo.pt%2FnoFrame%2Freplay%2F20100805015916%2Fhttp%3A%2F%2Fwww.visitlondon.com%2F,https://arquivo.pt/textextracted?m=http%3A%2F%2Fwww.visitlondon.com%2F%2F20100805015916,AWP8,text/html,Visit London - Official City Guide & London Hotels," <em>London</em> - Official City Guide &amp; <em>London</em> Hotels . Discover and enjoy the very best <em>of</em> <em>London</em>, <em>England</em><span class=""ellipsis""> ... </span> free at The Scoop, as part <em>of</em> the More <em>London</em> Free Festival. 2 Jun-5 Sep read more Top 10 <em>London</em> Musicals Enter the dazzling world <em>of</em> West End musicals. <em>London</em> is home to some <em>of</em> the world's top shows<span class=""ellipsis""> ... </span>"
